id,country,name,address,focus,source_page
02985,Canada,Canada Beef Export Federation (Canada Beef),"6715 Eigh St NE, Suite 235, Calgary, Alta. T2E 7H7 - T: (403) 274-0005; Fax: (403) 274-7275; E-mail: canada@cbef.com; Internet: http://www.cbef.com - Founded: 1989",Meat & Meat Prod,image00065.jpg
02986,Canada,Canada Pork International,"75 Albert St, Suite 1101, Ottawa, Ont. K1P 5E7 - T: (613) 236-9886; Fax: (613) 236-6658; E-mail: cpi@fox.nstn.ca; Internet: http://www.cfta.ca/cpi/cpi.html - Founded: 1991 - Pres: Mike Miller",Meat & Meat Prod,image00065.jpg
02987,Canada,Canada's Research-Based Pharmaceutical Companies,"1111 Prince of Wales Dr, Suite 302, Ottawa, Ont. K2C 3T2 - T: (613) 727-1380; Fax: (613) 727-1407; E-mail: info@canadapharma.org; Internet: http://www.canadapharma.org - Founded: 1914; Members Firms: 68 - Pres: M. Elston",Drugs,image00065.jpg
02988,Canada,Canadian Alarm and Security Association,"555 Hastings St East, Vancouver, B.C. V6A 1P9 - T: (604) 986-1829 - Members Firms: 1100",Safety Equip,image00065.jpg
02989,Canada,Canadian Apparel Federation,"130 Slater St, Suite 1050, Ottawa, Ont. K1P 6E2 - T: (613) 231-3220; Fax: (613) 231-2305; E-mail: info@apparel.ca; Internet: http://www.apparel.ca - Founded: 1976; Members Firms: 650 - Pres: Jeff Otis; Gen Secr: Stephen Beaty",Cloth,image00065.jpg
02990,Canada,Canadian Association for Business Economics Inc. (CABE),"POB 828, Station B, Ottawa, Ont. K1P 5P9 - T: (613) 238-4831; Fax: (613) 238-7698; E-mail: info@cabe.ca; Internet: http://www.cabe.ca - Founded: 1975; Members Firms: 900 - Pres: Katherine Harris",Econom,image00065.jpg
02991,Canada,Canadian Association of Broadcasters (CAB),"POB 627, Station B, Ottawa, Ont. K1P 5S2 - T: (613) 233-4035; Fax: (613) 233-6961; E-mail: cab@cab-acr.ca; Internet: http://www.cab-acr.ca - Founded: 1926; Members: 523 - Pres: Glenn O'Farrell",Radio Stat,image00066.jpg
02992,Canada,Canadian Association of Chemical Distributors (CACD),"627 Lyons LN, Suite 301, Oakville, Ont. L6J 5Z7 - T: (905) 844-9140; Fax: (905) 844-5706; E-mail: cacd@cacd.ca; Internet: http://www.cacd.ca - Founded: 1986; Members: 39 - Gen Secr: A. Harlow",Chem Prod,image00066.jpg
02993,Canada,Canadian Association of Fish Exporters (CAFE),"1770 Woodward Dr, Suite 212, Ottawa, Ont. K2C 0P8 - T: (613) 228-9220; Fax: (613) 228-9223; E-mail: csmith@seafood.ca; Internet: http://www.seafood.ca - Founded: 1978; Members: 66 - Pres: Jane Barnett",Fisheries & Fish Prod,image00066.jpg
02994,Canada,Canadian Association of Footwear Importers Inc.,"POB 61, Toronto, Ont. M5G 2K9 - T: (416) 595-5333; Fax: (416) 595-8226; E-mail: cal@importers.ca - Members: 20 - Pres: Bob Armstrong",Shoes,image00066.jpg
02995,Canada,Canadian Association of Mining Equipment and Services for Export (CAMESE),"345 Renfrew Dr, Suite 101, Markham, Ont. L3R 9S9 - T: (905) 513-0046; Fax: (905) 513-1834; E-mail: minesupply@camese.org; Internet: http://www.camese.org - Members: 230",Mining,image00066.jpg
02996,Canada,Canadian Association of Mold Makers Inc. (CAMM),"City Centre, 333 Riverside Dr West, Suite 211, Windsor, Ont. N9A 5K4 - T: (519) 255-7863; Free T: (800) 567-CAMM; Fax: (519) 255-9446; Internet: http://www.cdnmolds.com - Founded: 1981",Metallurgy,image00066.jpg
02997,Canada,Canadian Association of Mutual Insurance Companies (CAMIC),"POB 117, Station B, Ottawa, Ont. K1P 6C3 - T: (613) 789-6851; Fax: (613) 789-6854; E-mail: nlafreniere@camic.ca - Founded: 1980; Members: 110 - Gen Secr: Norman La Frenière",Insur,image00066.jpg
02998,Canada,Canadian Association of Petroleum Producers,"350 Seventh Av SW, Suite 2100, Calgary, Alta. T2P 3N9 - T: (403) 267-1100; Fax: (403) 261-4622; E-mail: communication@capp.ca; Internet: http://www.capp.ca - Pres: Pierre Alvarez",Petrol & Petrol Prod,image00066.jpg
02999,Canada,Canadian Association of Specialty Foods (CASF),"21 Belvia Rd, Toronto, Ont. M8W 3R2 - T: (416) 255-7071; Fax: (416) 253-6571; E-mail: Llongo@sympatico.ca; Internet: http://www.cfta.ca/cast/cast.html - Pres: Stephen Budaci",Food,image00066.jpg
03000,Canada,Canadian Bankers' Association (CBA),"POB 348, Station Commerce Court, Toronto, Ont. M5L 1G2 - T: (416) 362-6092; Fax: (416) 362-5668; E-mail: inform@cba.ca; Internet: http://www.cba.ca - Founded: 1891; Members: 60 - Pres: Raymond J. Protti",Banks,image00066.jpg
03001,Canada,Canadian Bottled Water Federation (CBWA),"70 East Beaver Creek Rd, Suite 203-1, Richmond Hill, Ont. L4B 3B2 - T: (905) 886-6928; Fax: (905) 886-9531; E-mail: ecgriswood@all.adl.com - Founded: 1987","Water, Non-Alco Bev",image00066.jpg
03002,Canada,Canadian Cable Television Association (CCTA),"360 Albert St, Suite 1010, Ottawa, Ont. K1R 7X7 - T: (613) 232-2361; Fax: (613) 232-2137; E-mail: yale@ccta.com; Internet: http://www.ccta.com - Founded: 1957; Members: 548 - Pres: Janet Yale",TV Stat,image00066.jpg
03003,Canada,Canadian Carpet Institute,"130 Slater St, Suite 1050, Ottawa, Ont. K1P 6E2 - T: (613) 232-7183; Fax: (613) 232-3072; E-mail: carpet@magi.com - Founded: 1942; Members: 34 - Gen Secr: Jean-Claude Carisse",Carpets,image00066.jpg
03004,Canada,Canadian Chemical Producers' Association (CCPA),"350 Sparks St, Suite 805, Ottawa, Ont. K1R 7S8 - T: (613) 237-6215; Fax: (613) 237-4061; E-mail: info@ccpa.ca; Internet: http://www.ccpa.ca - Founded: 1962; Members: 64 - Pres: Richard Paton",Chem Prod,image00066.jpg
03005,Canada,Canadian Community Newspapers Association (CCNA),"90 Eglinton Av East, Suite 206, Toronto, Ont. M4P 2Y3 - T: (416) 482-1090; Fax: (416) 482-1908; Internet: http://www.ccna.ca - Founded: 1919; Members: 670 - Pres: Gerald Dorge",Newspapers,image00066.jpg
03006,Canada,Canadian Construction Association,"75 Albert St, Suite 400, Ottawa, Ont. K1P 5E7 - T: (613) 236-9455; Fax: (613) 236-9526; E-mail: cca@cca-acc.com; Internet: http://www.cca-acc.com - Founded: 1918; Members: 20000 - Pres: Michael Atkinson",Constr,image00066.jpg
03007,Canada,"Canadian Cosmetic, Toiletry and Fragrance Association (CCTFA)","420 Britannia Rd East, Suite 102, Mississauga, Ont. L4Z 3L5 - T: (905) 890-5161; Fax: (905) 890-2607; E-mail: cctfa@cctfa.ca; Internet: http://www.cctfa.ca - Founded: 1928; Members: 200 - Pres: Charles A. Low",Cosmet,image00066.jpg
03008,Canada,Canadian Council for International Business (CCIB),"350 Sparks St, Suite 501, Ottawa, Ont. K1R 7S8 - T: (613) 230-5462; Fax: (613) 230-7087; E-mail: smorrison@ccib.org; Internet: http://www.ccb.org - Founded: 1989; Members: 85 - Pres: Robert J. Keyes",Gen Bus,image00066.jpg
03009,Canada,Canadian Council of Grocery Distributors,"POB 1082, Montréal, P.Q. H2W 2P4 - T: (514) 982-0267; Fax: (514) 849-3021; E-mail: ccgd@magi.com - Founded: 1987; Members: 23 - Pres: Nick Jennery",Fruit & Veget,image00066.jpg
03010,Canada,Canadian Dairy and Food Industries' Supply Association (CDFSA),"1148 Vanier Dr, Mississauga, Ont. L5H 3X1 - T: (416) 278-6496; Fax: (416) 278-6496 - Members: 51",Milk & Dairy Prod,image00066.jpg
03011,Canada,Canadian Drug Manufacturers' Association (CDMA),"4120 Yonge St, Suite 409, North York, Ont. M2P 2B8 - T: (416) 223-2333; Fax: (416) 223-2425; E-mail: info@cdma-acfpp.org; Internet: http://www.cdma-acfpp.org - Founded: 1981; Members: 15 - Pres: Jim Keon",Drug News,image00066.jpg
03012,Canada,Canadian Egg Marketing Agency,"112 Kent St, Suite 1501, Ottawa, Ont. K1P 5P2 - T: (613) 238-2514; Fax: (613) 238-1967; E-mail: info@canadaegg.ca; Internet: http://www.canadaegg.ca - Founded: 1972 - Pres: Felix Destrijker",Eggs & Egg Prod,image00066.jpg
03013,Canada,Canadian Electricity Association (CEA),"1155 Rue Metcalfe, Bureau 1120, Montréal, P.Q. 3B 2V6 - T: (514) 866-6121; Fax: (514) 236-8880; E-mail: info@canelect.ca; Internet: http://www.canelect.ca - Founded: 1891; Members: 225 - Pres: Hans R. Konow",Energy,image00066.jpg
03014,Canada,Canadian Environment Industry Association (CEIA),"280 Albert St, Suite 802, Ottawa, Ont. K1P 5G8 - T: (613) 236-6222; Fax: (613) 236-6850; E-mail: info@ceia-acie.ca; Internet: http://www.ceia-acie.ca - Members: 1500",Meas Instr,image00066.jpg
03015,Canada,Canadian Federation of Agriculture (CFA),"75 Albert St, Suite 1104, Ottawa, Ont. K1P 5E7 - T: (613) 236-3633; Fax: (613) 236-5749; E-mail: cfa@cfa-fca.nstn.ca; Internet: http://www.cfa-fca.ca - Members: 20 - Gen Secr: Sally Rutherford",Agri,image00066.jpg
03016,Canada,Canadian Federation of Independent Business,"4141 Yonge St, Suite 401, Willowdale, Ont. M2P 2A6 - T: (416) 222-8022; Fax: (416) 222-4337; E-mail: cfib@cfib.ca; Internet: http://www.cfib.ca - Founded: 1971; Members: 85000 - Pres: John Bulloch",Gen Bus,image00066.jpg
03017,Canada,Canadian Federation of Independent Grocers (CFIG),"2235 Sheppard Av East, Suite 902, Willowdale, Ont. M2J 5B5 - T: (416) 493-2311; Fax: (416) 492-2347; E-mail: info@cfig.ca; Internet: http://www.cfig.ca - Founded: 1962; Members: 3800 - Pres: Peter Knipel",Fruit & Veget,image00066.jpg
03018,Canada,Canadian Fertilizer Institute,"350 Sparks St, Suite 802, Ottawa, Ont. K1R 7S8 - T: (613) 230-2600; Fax: (613) 230-5142; E-mail: fertilizer@cfi.ca; Internet: http://www.fertilizer.ca - Pres: Roger Larson",Fertil,image00066.jpg
03019,Canada,Canadian Film and Television Production Association (CFTPA),"20 Toronto St, Suite 830, Toronto, Ont. M5C 2B8 - T: (416) 304-0280; Free T: (800) 267-8208; Fax: (416) 304-0499; E-mail: toronto@cftpa.ca; Internet: http://www.cftpa.ca - Founded: 1948; Members: 309 - Pres: Elizabeth McDonald",Mot Pict; TV Stat,image00066.jpg
03020,Canada,Canadian Food Brokers' Association (CFBA),"58 Meadowbrook Ln, Suite 100, Unionville, Ont. L3R 2N9 - T: (905) 477-4664; Fax: (905) 477-9580; E-mail: kbray@direct.com; Internet: http://www.cfba.com - Founded: 1943 - Pres: Keith Bray",Food,image00066.jpg
03021,Canada,Canadian Food Exporters,"885 Don Mills Rd, North York, Ont. M3C 1V9 - T: (416) 445-3747",Commerce,image00066.jpg
03022,Canada,Canadian Food Service Executives' Association (CFSEA),"2175 Shepard Av East, Suite 310, Willowdale, Ont. M2J 1W8 - T: (416) 496-0708; Fax: (416) 496-1670; Internet: http://www.foodservice-world.com - Pres: Barbara Thompson",Food,image00066.jpg
03023,Canada,Canadian Forestry Association,"185 Somerset St West, Suite 203, Ottawa, Ont. K2P 0J2 - T: (613) 232-1815; Fax: (613) 232-4210; E-mail: cfa@cyberus.ca; Internet: http://www.canadianforestry.com - Founded: 1980; Members: 10 - Pres: Susan Gesner",Forestry,image00066.jpg
03024,Canada,Canadian Franchise Association,"5045 Orbitor Dr, Bldg 9, Suite 401, Mississauga, Ont. L4W 4Y4 - T: (905) 625-2896; Fax: (905) 625-9076; E-mail: info@cfa.ca; Internet: http://www.cfa.ca - Founded: 1967; Members: 300 - Pres: Richard Cunningham",Commerce,image00066.jpg
03025,Canada,Canadian Gift and Tableware Association (CGTA),"42 Voyager Court South, Toronto, Ont. M9W 5M7 - T: (416) 679-0170; Fax: (416) 679-0175; E-mail: 104033.735@compuserve.com; Internet: http://www.cgta.org - Founded: 1974; Members: 1300 - Pres: Deborah Dugan",Gifts; Porcel,image00066.jpg
03026,Canada,Canadian Hardware and Housewares Manufacturers' Association (CHHMA),"1335 Morningside Av, Suite 101, Scarborough, Ont. M1B 5M4 - T: (416) 282-0022; Fax: (416) 282-0027; E-mail: chhma@chhma.ca; Internet: http://www.chhma.ca - Founded: 1966; Members: 250 - Pres: Vaughn W. Crofford",Metalware; Housewares,image00066.jpg
03027,Canada,Canadian Healthcare Association,"17 York St, Suite 100, Ottawa, Ont. K1N 9J6 - T: (613) 241-8005; Fax: (613) 241-5055; E-mail: info@canadian-healthcare.org; Internet: http://www.canadian-healthcare.org - Founded: 1928; Members: 11 - Pres: Sharon Sholzberg-Gray",Nursing,image00066.jpg
03028,Canada,Canadian Home Builders' Association,"150 Laurier Av West, Suite 500, Ottawa, Ont. K1P 5J4 - T: (613) 230-3060; Fax: (613) 230-8214; E-mail: chba@chba.ca; Internet: http://www.chba.ca - Founded: 1943; Members: 12000 - Gen Secr: John Kenward",Constr,image00066.jpg
03029,Canada,Canadian Importers' Association Inc. (CIA),"440 University Av, Suite 1620, Toronto, Ont. M5G 2K1 - T: (416) 595-5333; Fax: (416) 595-8226; E-mail: webmaster@premenos.com; Internet: http://www.importers.ca - Founded: 1932; Members: 700 - Gen Secr: Adrian Bradford",Commerce,image00066.jpg
03030,Canada,Canadian Industrial Transportation League (CITL),"75 Albert St, Suite 1002, Ottawa, Ont. K1P 5E7 - T: (613) 235-2482; Fax: (613) 236-3590; E-mail: cita@cita-aci.ca; Internet: http://www.cita-aci.ca - Founded: 1916; Members: 402 - Gen Secr: Lisa MacGillivray",Freight Transp,image00066.jpg
03031,Canada,Canadian Information Processing Society,"1 Yonge St, Suite 2401, Toronto, Ont. M5E 1E5 - T: (416) 861-2477; Fax: (416) 368-9972; E-mail: info@cips.ca - Founded: 1958; Members: 6500 - Gen Secr: Mary Jean Kucerak",Data Proc,image00066.jpg
03032,Canada,Canadian Institute of Marketing (CIM),"41 Capital Dr, Nepean, Ottawa, Ont. K2G 0E7 - T: (613) 727-0954; Fax: (613) 228-8398; E-mail: cim@igs.net; Internet: http://www.cinstmarketing.ca - Founded: 1983 - Pres: E.P. James H. Jarrett",Marketing,image00066.jpg
03033,Canada,Canadian Institute of Plumbing and Heating,"295 The West Mall, Suite 330, Etobicoke, Ont. M9C 4Z4 - T: (416) 695-0447; Fax: (416) 695-0450; E-mail: ciph@ciph.com; Internet: http://www.ciph.com - Founded: 1933; Members: 200 - Pres: E.P. Hordison",Heating & Air Condit; Constr,image00066.jpg
03034,Canada,Canadian Jewelers' Association,"27 Queen St East, Suite 600, Toronto, Ont. M5C 2M6 - T: (416) 368-7616; Fax: (416) 368-1986; E-mail: cjaa@cycor.ca - Founded: 1884; Members: 1000 - Gen Secr: Myra Mckeen","Jewel, Gold, Silver",image00066.jpg
03035,Canada,Canadian Labour Congress (CLC),"2841 Riverside Dr, Ottawa, Ont. K1V 8X7 - T: (613) 521-3400; Fax: (613) 521-4655 - Founded: 1956; Members: 2200000",Labour Unions,image00066.jpg
03036,Canada,Canadian Life and Health Insurance Association,"1 Queen St East, Suite 1700, Toronto, Ont. M5C 2X9 - T: (416) 777-2221; Fax: (416) 777-1895; E-mail: webmaster@clhia.ca; Internet: http://www.clhia.ca - Founded: 1894; Members: 83 - Pres: Mark Daniels",Insur,image00066.jpg
03037,Canada,Canadian Lumbermen's Association (CLA),"27 Goulburn Av, Ottawa, Ont. K1N 8C7 - T: (613) 233-6205; Fax: (613) 233-1929; E-mail: cla@sympatico.ca; Internet: http://www.cla-ca.ca - Founded: 1907; Members: 210 - Gen Secr: R.H. Rivard",Wood,image00066.jpg
03038,Canada,Canadian Magazine Publishers' Association (CMPA),"130 Spadina Av, Suite 202, Toronto, Ont. M5V 2L4 - T: (416) 504-0274; Fax: (416) 504-0437; E-mail: cmpainfo@cmpa.ca; Internet: http://www.cmpa.ca",Magaz,image00066.jpg
03039,Canada,Canadian Manufactured Housing Institute (CMHI),"150 Laurier Av West, Suite 500, Ottawa, Ont. K1P 5J4 - T: (613) 563-3520; Fax: (613) 232-8600; E-mail: cmhi@cmhi.ca; Internet: http://www.cmhi.ca - Founded: 1953",Real Est,image00066.jpg
03040,Canada,Canadian Manufacturers of Chemical Specialties' Association (CMCS),"56 Sparks St, Suite 500, Ottawa, Ont. K1P 5A9 - T: (613) 232-6616; Fax: (613) 233-6350; E-mail: assoc@cmcs.org; Internet: http://www.cmcs.org - Founded: 1958 - Pres: David Halton",Chem Prod,image00066.jpg
03041,Canada,Canadian Marketing Association (CMA),"1 Concorde Gate, Suite 607, Don Mills, Ont. M3C 3N6 - T: (416) 391-2362; Fax: (416) 441-4062; E-mail: kbrasch@cma.org; Internet: http://www.the-cma.org - Founded: 1967; Members: 650 - Pres: John Gustafson",Marketing,image00066.jpg
03042,Canada,Canadian Meat Council (CMC),"875 Carling Av, Suite 410, Ottawa, Ont. K1S 5P1 - T: (613) 729-3911; Fax: (613) 729-4997; E-mail: info@cmc-cvc.com; Internet: http://www.cmc-cvc.com - Founded: 1919; Members: 93 - Gen Secr: Robert Weaver",Meat & Meat Prod,image00066.jpg
03043,Canada,Canadian Natural Health Products' Association (CNHPA),"550 Alden Rd, Suite 205, Markham, Ont. L3R 6A8 - T: (905) 479-6939; Fax: (905) 479-1516",Food,image00066.jpg
03044,Canada,Canadian Newspaper Association (CNA),"890 Yonge St, Suite 200, Toronto, Ont. M4W 3P4 - T: (416) 923-3567; Fax: (416) 923-7206; E-mail: bcantley@cna-acj.ca; Internet: http://www.cna-acj.ca - Founded: 1896; Members: 101 - Pres: Marc-André Charlebois",Newspapers,image00066.jpg
03045,Canada,Canadian Office Machine Dealers' Association,"3464 Kingston Rd, Suite 204, Scarborough, Ont. M1M 1R5 - T: (416) 261-1607; Fax: (416) 261-1679 - Founded: 1949; Members: 330 - Gen Secr: Donald B. Vickery",Off Equip & Mach,image00067.jpg
03046,Canada,Canadian Office Products' Association (COPA),"135 Queens Plate Dr, Suite 525, Toronto, Ont. M9W 6V1 - T: (416) 740-1363; Fax: (416) 740-1981; E-mail: sbrown@copa.ca; Internet: http://www.copa.com - Founded: 1933; Members: 1000 - Pres: James Preece",Off Equip & Mach,image00067.jpg
03047,Canada,Canadian Paint and Coatings Association (CPCA),"9900 Blvd Cavendish, Suite 103, Saint-Laurent, P.Q. H4M 2V2 - T: (514) 745-2611; Fax: (514) 745-2031; E-mail: cpca@cam.org; Internet: http://www.palantir.ca/sites/cpca - Founded: 1913 - Pres: Richard W. Murry","Paint, Vam, Inks",image00067.jpg
03048,Canada,Canadian Payments Association (CPA),"50 O'Connor St, Suite 1212, Ottawa, Ont. K1P 6L2 - T: (613) 238-4173; Fax: (613) 233-3385; E-mail: cpageneral@cdnpay.ca; Internet: http://www.cdnpay.ca - Founded: 1980 - Gen Secr: Bob Hammond",Banks,image00067.jpg
03049,Canada,Canadian Petroleum Products' Institute (CPPI),"275 Slater St, Suite 1000, Ottawa, Ont. K1P 5H9 - T: (613) 232-3709; Fax: (613) 236-4280; Internet: http://www.cppi.ca - Founded: 1989; Members: 17 - Pres: Alain Perez",Petrol & Petrol Prod,image00067.jpg
03050,Canada,Canadian Pharmaceutical Association (CPA),"1785 Alta Vista Dr, Ottawa, Ont. K1G 3Y6 - T: (613) 523-7877; Fax: (613) 523-0445; E-mail: cpha@cdnpharm.ca; Internet: http://www.cdnpharm.ca - Founded: 1907; Members: 11000 - Pres: Fred Martin; Gen Secr: Garry King",Drugs,image00067.jpg
03051,Canada,Canadian Plastics Industry Association (CPIA),"5925 Airport Rd, Suite 500, Mississauga, Ont. L4V 1W1 - T: (905) 678-7748; Fax: (905) 678-0774; E-mail: national@cpia.ca; Internet: http://www.plastics.ca - Founded: 1942; Members: 400 - Pres: Pierre Dubois",Plast,image00067.jpg
03052,Canada,Canadian Pork Council (CPC),"75 Albert St, Suite 1101, Ottawa, Ont. K1P 5E7 - T: (613) 236-9239; Fax: (613) 236-6658; E-mail: cpc@fox.nstn.ca; Internet: http://www.canpork.ca - Founded: 1966; Members: 9 - Pres: Edward Esonsong",Meat & Meat Prod,image00067.jpg
03053,Canada,Canadian Poultry and Egg Processors' Council (CPEPC),"1545 Carling Av, Suite 400, Ottawa, Ont. K1Z 8P9 - T: (613) 724-6605; Fax: (613) 724-4577; E-mail: cpepc@magi.com; Internet: http://www.cfta.cpepc/cpepc.html - Members: 200 - Pres: Robert M. Anderson",Poultry & Game; Eggs & Egg Prod,image00067.jpg
03054,Canada,Canadian Printing Industries' Association (CPIA),"75 Albert St, Suite 906, Ottawa, Ont. K1P 5E7 - T: (613) 236-7208; Fax: (613) 236-8169; E-mail: mmakin@capitalnet.com; Internet: http://www.cpia-aci.ca - Founded: 1958; Members: 630 - Pres: Michael F. Makin",Print Mat,image00067.jpg
03055,Canada,Canadian Produce Marketing Association,"1101 Prince of Wales Dr, Suite 310, Ottawa, Ont. K2C 3W7 - T: (613) 226-4187; Fax: (613) 226-2984; E-mail: question@cpma.ca; Internet: http://www.cpma.ca - Founded: 1925; Members: 500 - Pres: Dan Dempster",Fruit & Veget,image00067.jpg
03056,Canada,Canadian Publishers' Council (CPC),"250 Merton St, Suite 203, Toronto, Ont. M4S 1B1 - T: (416) 322-7011; Fax: (416) 322-6999; E-mail: icharter@pubcouncil.ca; Internet: http://www.pubcouncil.ca - Founded: 1910; Members: 30 - Gen Secr: Jacqueline C. Hushion",Books,image00067.jpg
03057,Canada,Canadian Pulp and Paper Association (CPPA),"1155 Rue Metcalfe, Montréal, P.Q. H3B 4T6 - T: (514) 866-6621; Fax: (514) 866-3035; E-mail: communic@cppa.ca; Internet: http://www.open.doors.cppa.ca - Founded: 1913; Members: 42 - Pres: Pierre Monahan",Paper & Pulp,image00067.jpg
03058,Canada,Canadian Real Estate Association (CREA),"344 Slater St, Suite 1600, Ottawa, Ont. K1R 7Y3 - T: (613) 237-7111; Fax: (613) 234-2567; E-mail: info@crea.ca - Founded: 1944; Members: 78287 - Gen Secr: Pierre Beauchemp",Real Est,image00067.jpg
03059,Canada,Canadian Recording Industry Association,"890 Yonge St, Suite 1200, Toronto, Ont. M4W 3P4 - T: (416) 967-7272; Fax: (416) 967-9415; E-mail: info@cria.ca; Internet: http://www.cria.ca - Founded: 1964 - Pres: Brian Robertson",Records,image00067.jpg
03060,Canada,Canadian Restaurant and Foodservice Association (CRFA),"316 Bloor St West, Toronto, Ont. M5S 1W5 - T: (416) 923-8416; Fax: (416) 923-1450; E-mail: info@crfa.ca - Members: 13500 - Pres: Douglas Needham",Restaur & Hotels; Foodservice,image00067.jpg
03061,Canada,Canadian Retail Hardware Association (CRHA),"2121 Argentia Rd, Suite 102, Mississauga, Ont. L5N 2X4 - T: (905) 821-3470; Fax: (905) 821-8946; E-mail: crha@crha.com; Internet: http://www.crha.com - Pres: Bob Elliott",Metalware; Do-It-Yourself Retailing,image00067.jpg
03062,Canada,Canadian-Romanian Council of Trade and Commerce,"35 Woodfield Dr SW, Calgary, Alta. T2W 3T2 - T: (403) 238-5454",Commerce,image00067.jpg
03063,Canada,Canadian Shirt Manufacturers' Association,"c/o John Forsyth Co., Inc., 36 Homer Av, Toronto, Ont. M8Z 5Y1 - T: (416) 252-6231; Fax: (416) 251-9618 - Pres: Oscar Rajsky",Cloth,image00067.jpg
03064,Canada,Canadian Snack Food Association,"885 Don Mills Rd, Suite 301, Toronto, Ont. M3C 1V9 - T: (416) 510-8036; Fax: (416) 510-8044 - Founded: 1957; Members: 62 - Pres: J. Frostad",Food,image00067.jpg
03065,Canada,Canadian Soft Drink Association (CSDA),"55 York St, Suite 330, Toronto, Ont. M5J 1R7 - T: (416) 362-2424; Fax: (416) 362-3229; E-mail: paulettev@compuserve.com; Internet: http://www.softdrink.ca - Founded: 1942; Members: 43 - Pres: Paulette Vinette",Alco Bev; Packaging,image00067.jpg
03066,Canada,Canadian Sporting Goods' Association (CSGA),"455 Saint-Antoine Ouest, Suite 510, Montréal, P.Q. H2Z 1J1 - T: (514) 393-1132; Fax: (514) 393-9513; E-mail: csga@csga.ca - Founded: 1945; Members: 1702 - Pres: Yves Paquette",Sports & Camp,image00067.jpg
03067,Canada,Canadian Sugar Institute (CSI),"10 Bay St, Suite 620, Toronto, Ont. M5J 2R8 - T: (416) 368-8091; Fax: (416) 368-6426; E-mail: info@sugar.ca; Internet: http://www.sugar.ca - Founded: 1966 - Pres: Sandra Marsden",Sugar,image00067.jpg
03068,Canada,Canadian Textile Institute,"66 Slater St, Suite 1720, Ottawa, Ont. K1P 5H1 - T: (613) 232-7195; Fax: (613) 232-8722; E-mail: cti@textiles.ca; Internet: http://www.textiles.ca - Founded: 1935; Members: 60 - Pres: Eric Barry",Textiles,image00067.jpg
03069,Canada,Canadian Tobacco Manufacturers' Council (CTMA),"45 O'Connor St, Suite 800, Ottawa, Ont. K1P 1A4 - T: (613) 238-2799; Fax: (613) 238-4463; E-mail: pgordon@ecto.com - Founded: 1963; Members: 3 - Pres: Robert R. Parker",Tobac Prod,image00067.jpg
03070,Canada,Canadian Tooling and Machining Association (CTMA),"140 McGovern Dr, Unit 3, Cambridge, Ont. N3H 4R7 - T: (519) 653-7265; Fax: (519) 653-6764; Internet: http://www.ctma.com - Founded: 1963","Mach, Locks, Fitt",image00067.jpg
03071,Canada,Canadian Toy Manufacturers' Association,"POB 294, Kleinburg, Ont. L0J 1C0 - T: (905) 893-1698; Fax: (905) 893-2392; E-mail: ctainfo@visionol.net; Internet: http://www.cdntoyassn.com - Founded: 1932; Members: 185 - Gen Secr: Sheila Edmondson",Toys & Hobby,image00067.jpg
03072,Canada,Canadian Vehicle Manufacturers' Association (CVMA),"25 Adelaide St East, Suite 1602, Toronto, Ont. M5C 1Y7 - T: (416) 364-9333; Fax: (416) 367-3221; Internet: http://www.cvma.ca - Pres: Mark Nantais",Automotive,image00067.jpg
03073,Canada,Canadian Water and Wastewater Association (CWWA),"45 Ridau St, Suite 402, Ottawa, Ont. K1N 5W8 - T: (613) 241-5692; Fax: (613) 241-5193; E-mail: admin@cwwa.ca; Internet: http://www.cwwa.ca - Founded: 1986 - Gen Secr: T. Duncan Ellison",Water,image00067.jpg
03074,Canada,Canadian Window and Door Manufacturers' Association,"27 Goulbum Av, Ottawa, Ont. K1N 8C7 - T: (613) 233-9804; Fax: (613) 233-1929; E-mail: info@cwdma.ca; Internet: http://www.cwdma.ca - Members: 144 - Pres: Dave Murray",Constr Mat & Parts,image00067.jpg
03075,Canada,Canadian Wine Institute,"Sussex Centre, 50 Burnhamthorpe Rd West, Suite 401, Mississauga, Ont. L5B 3C2 - T: (905) 949-8463; Fax: (905) 949-8465; E-mail: canadawine@aol.com - Pres: Roger Randolf",Wine,image00067.jpg
03076,Canada,Canadian Wood Council,"1400 Blair Pl, Suite 210, Ottawa, Ont. K1J 9B8 - T: (613) 747-5544; Fax: (613) 747-6264; E-mail: dgriffith@cwc.ca; Internet: http://www.cwc.ca - Founded: 1960 - Pres: Kelly McCloskey",Wood,image00067.jpg
03077,Canada,Ceramic Tile Contractors and Industry,"3636 Fourth Av, Vancouver, B.C. V5M 1J9 - T: (604) 294-6885",Ceram & Stonw,image00067.jpg
03078,Canada,Children's Apparel Manufacturers' Association (CAMA),"6900 Blvd Decarié, Suite 3110, Montréal, P.Q. H3X 2T8 - T: (514) 731-7774; Fax: (514) 731-7459; E-mail: ekasad@cama-apparel.org; Internet: http://www.cama-apparel.org - Members: 85 - Gen Secr: Murray Schwartz",Cloth,image00067.jpg
03079,Canada,Chinese Entrepreneurs' Society of Canada,"10 E Pender, Suite 204, Vancouver, B.C. V6A 1T1 - T: (604) 681-6802",Gen Bus,image00067.jpg
